"","date","prop_hosp_1-20","prop_hosp_20-45","prop_hosp_45-65","prop_hosp_65-80","prop_hosp_80+","prop_prev_pat_1-20","prop_prev_pat_20-45","prop_prev_pat_45-65","prop_prev_pat_65-80","prop_prev_pat_80+","prop_prev_HCW"
"48",2020-02-15,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,0,0,0,0,0,0
"49",2020-02-16,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,0,0,0,0,0,0
"50",2020-02-17,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,6.64238406022525e-07,9.56503304672436e-06,1.52774833385181e-05,1.61409932663473e-05,1.20891389896099e-05,2.48425163852424e-05
"51",2020-02-18,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,8.62572349188859e-07,1.24210418283196e-05,1.98391640313438e-05,2.09605080852893e-05,1.56988167552372e-05,3.22602058596633e-05
"52",2020-02-19,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.10706401003754e-06,1.59417217445406e-05,2.54624722308634e-05,2.69016554439122e-05,2.01485649826832e-05,4.1404193975404e-05
"53",2020-02-20,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.40276188894008e-06,2.01997712007371e-05,3.22635234456218e-05,3.40871139012439e-05,2.55302663787094e-05,5.24632946463589e-05
"54",2020-02-21,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.77851455944793e-06,2.56106096560502e-05,4.09058348673024e-05,4.32179037945848e-05,3.23689649819524e-05,6.65164445233527e-05
"55",2020-02-22,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.2458614509817e-06,3.23404048941364e-05,5.1654813372579e-05,5.45744332588552e-05,4.08746784078669e-05,8.39952182667154e-05
"56",2020-02-23,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.80336013486379e-06,4.03683859420386e-05,6.44772831018672e-05,6.81216512771902e-05,5.1021154454521e-05,0.000104845669043906
"57",2020-02-24,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.46255004051481e-06,4.98607205834133e-05,7.96386509318406e-05,8.41399659845099e-05,6.30184107373695e-05,0.000129499371515254
"58",2020-02-25,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.25660702751894e-06,6.12951411962727e-05,9.79019616329355e-05,0.00010343555076871,7.74702479008446e-05,0.000159197102829208
"59",2020-02-26,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,5.1999553826519e-06,7.48793575101874e-05,0.000119598973800994,0.000126358915798441,9.46391879642646e-05,0.000194478331311181
"60",2020-02-27,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,6.27023746141132e-06,9.02914194443231e-05,0.00014421546161246,0.000152366770312295,0.000114118321797686,0.000234506881056784
"61",2020-02-28,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,7.54101712635344e-06,0.00010859064661949,0.000173443393906129,0.000183246716170389,0.000137246511699633,0.000282034040525619
"62",2020-02-29,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,9.08657945437328e-06,0.000130846744142975,0.000208991327450585,0.000220803880741271,0.000165375746069594,0.000339838071593561
"63",2020-03-01,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.08867304439848e-05,0.000156768918393381,0.000250394800211651,0.000264547549788831,0.000198138494080524,0.000407163718605032
"64",2020-03-02,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.30229673154709e-05,0.000187530729342781,0.000299528248255831,0.000316458105765944,0.000237018005141571,0.000487058977598613
"65",2020-03-03,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.51836014616702e-05,0.000218643861048052,0.000349222833618416,0.000368961515518587,0.000276341546602398,0.000567866694666467
"66",2020-03-04,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.85517964366096e-05,0.000267145868687178,0.00042669131804202,0.000450808653409612,0.000337642695146294,0.000693837186729197
"67",2020-03-05,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.944407344077e-05,0.000279994657547088,0.00044721368913771,0.000472490984610711,0.000353882136622014,0.000727208346684799
"68",2020-03-06,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.48320406027287e-05,0.000357581384679293,0.00057113693386276,0.000603418586646307,0.000451943138969662,0.000928718318542052
"69",2020-03-07,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.87407742933413e-05,0.000413867149824115,0.00066103780874685,0.000698400815328194,0.000523082092138812,0.00107490495857097
"70",2020-03-08,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.50676385115947e-05,0.000504973994566963,0.000806555685766678,0.000852143615831751,0.000638231020911023,0.00131152968033364
"71",2020-03-09,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.16263279917503e-05,0.000599419123081205,0.000957405543810258,0.00101151977019953,0.000757599169449856,0.00155682466689146
"72",2020-03-10,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.60025325867023e-05,0.000662436469248513,0.00105805824949415,0.00111786154185687,0.000837246093077982,0.00172049471874267
"73",2020-03-11,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,5.00726942763976e-05,0.000721046797580126,0.00115167196835715,0.00121676647091646,0.000911323035830437,0.00187271876593727
"74",2020-03-12,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,5.46723175867976e-05,0.000787281373249885,0.00125746330449634,0.00132853731735918,0.000995036180079715,0.00204474467774623
"75",2020-03-13,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,6.09915301897057e-05,0.000878278034731762,0.00140280519436323,0.00148209418360985,0.00111004584945264,0.00228108322909499
"76",2020-03-14,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,6.79545728883096e-05,0.000978545849591658,0.00156295517643112,0.00165129612118592,0.00123677322656723,0.00254150102602278
"77",2020-03-15,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,7.28403376991374e-05,0.00104890086286758,0.00167532776708016,0.00177002020608904,0.0013256941461243,0.00272422862994774
"78",2020-03-16,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,7.86669380461597e-05,0.0011328039078647,0.00180933957506167,0.00191160659452168,0.00143173827244011,0.00294214348292637
"79",2020-03-17,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,8.53394890958084e-05,0.00122888864297964,0.00196280824920359,0.00207374958502814,0.00155317870154371,0.00319169689218323
"80",2020-03-18,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,9.31253699214272e-05,0.00134100532686855,0.00214188350819283,0.00226294648909068,0.00169488173256998,0.00348288883506138
"81",2020-03-19,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,9.81015682669848e-05,0.00141266258304458,0.00225633607014065,0.00238386810888773,0.00178544854245912,0.00366899865318523
"82",2020-03-20,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,9.73184186371548e-05,0.00140138522837503,0.00223832362865456,0.00236483757288286,0.00177119521919622,0.00363970885702959
"83",2020-03-21,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,0.000117436198874273,0.00169108126378953,0.00270103257410827,0.00285369963264482,0.00213733881951176,0.0043921138378978
"84",2020-03-22,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,0.000115477278425874,0.00166287280933259,0.0026559774037951,0.00280609786574874,0.00210168646735091,0.00431885021312769
"85",2020-03-23,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,0.000115441352576016,0.00166235547709463,0.00265515110924837,0.00280522486759719,0.00210103261688349,0.004317506586343
"86",2020-03-24,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,0.00011602020594768,0.0016706909656466,0.00266846473679665,0.00281929100452863,0.00211156774824778,0.00433915570244324
"87",2020-03-25,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,0.000111589143337992,0.00160688366406708,0.0025665502967738,0.00271161618311319,0.00203092240875145,0.00417343396084088
"88",2020-03-26,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,8.34081182757483e-05,0.00155347620288581,0.00290885812486672,0.00242926144478117,0.00192881273512668,0.00446233432775253
"89",2020-03-27,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,6.78535834204397e-05,0.00134858997048124,0.00244272900313583,0.00276503352438292,0.00197623561712031,0.00379131897361707
"90",2020-03-28,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.31208124854571e-05,0.00122175635375462,0.00250819392623742,0.00258724874912743,0.0020410517909783,0.00372995027999204
"91",2020-03-29,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.11329537648089e-05,0.00128883255129735,0.00244055525671199,0.00239942230294719,0.00178928348876919,0.00372938780800934
"92",2020-03-30,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,8.36191487425643e-05,0.00121247765676718,0.00204866914419283,0.00241101878874394,0.00193717694586941,0.00326114680096001
"93",2020-03-31,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.18067520498336e-05,0.00102008475001594,0.00200672409839201,0.00232445541397075,0.00193983329511228,0.00302680884840795
"94",2020-04-01,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,7.31902840742857e-05,0.00107345749975619,0.00206559246165206,0.00187855062457333,0.00182162484807111,0.00313904996140825
"95",2020-04-02,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.87143470719853e-05,0.00107171563558368,0.00183896660196745,0.00162584133352751,0.0016441092136795,0.00291068223755112
"96",2020-04-03,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.22849211500214e-05,0.00112538851807608,0.0017660800011392,0.00149308971705143,0.0016657978559641,0.00289146851921528
"97",2020-04-04,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,7.40469381647896e-05,0.00109361631751074,0.00189674080068269,0.00129297345872363,0.00148663468161616,0.00299035711819343
"98",2020-04-05,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.60822658903784e-05,0.000990768716643135,0.00165896157205362,0.00107717296518759,0.00143431052583803,0.00264973028869676
"99",2020-04-06,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,5.16096319352098e-05,0.000989184612091521,0.0017461258804746,0.00116121671854222,0.00130314320636405,0.00273531049256612
"100",2020-04-07,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.05232666088033e-05,0.000933808630700552,0.00160081479548666,0.00104155578039677,0.00128270416305021,0.00253462342618721
"101",2020-04-08,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.91768757695054e-05,0.000816952521546152,0.0016163989176306,0.000939495399778075,0.00110872127924121,0.00243335143917675
"102",2020-04-09,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.34036366658072e-05,0.000804218199948432,0.00142078548657556,0.000889107898831878,0.00119739154214544,0.002225003686524
"103",2020-04-10,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.63479090020372e-05,0.000893852530753574,0.00129774145205704,0.000744877108961311,0.0010163434331161,0.00219159398281061
"104",2020-04-11,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,5.37031483754886e-05,0.000853597411020925,0.00141041426522994,0.000576602224663141,0.000876209262968499,0.00226401167625086
"105",2020-04-12,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.06198471595155e-05,0.000946950186906206,0.00104342232391006,0.000502670608599005,0.00082001316453272,0.00199037251081626
"106",2020-04-13,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.57568210674319e-05,0.000789400588180997,0.00122948453978016,0.000437333426901667,0.000739891143626091,0.00201888512796116
"107",2020-04-14,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,5.62131901292086e-05,0.000911902862096051,0.00113363266760571,0.000349770960803965,0.000562131901292086,0.00204553552970176
"108",2020-04-15,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.56115106401682e-05,0.000755847890608501,0.000983905443809342,0.000491952721904671,0.000579917778139281,0.00173975333441784
"109",2020-04-16,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.489758527019e-05,0.000697132387565319,0.000931881048684253,0.000394804566427298,0.000561974067527145,0.00162901343624957
"110",2020-04-17,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.34537091891595e-05,0.000635595519026222,0.000877168723674565,0.000314279703134737,0.00064263163178297,0.00151276424270079
"111",2020-04-18,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.0888728639084e-05,0.000685002982172627,0.000743146471375608,0.000277998557751756,0.000508755530526089,0.00142814945354823
"112",2020-04-19,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.0274602311293e-05,0.000554403654825554,0.000794708310671442,0.000238412493201433,0.000541158516314363,0.001349111965497
"113",2020-04-20,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.99960401731465e-05,0.000583953749222351,0.000815935375625751,0.000201984002299512,0.000479961985662206,0.0013998891248481
"114",2020-04-21,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.57331055573918e-05,0.000528339489312865,0.00072487156987852,0.000199084445248326,0.000426244902006031,0.00125321105919139
"115",2020-04-22,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.01583420310349e-05,0.0004749938869888,0.000635838377820987,0.00018095005218621,0.000510178619358341,0.00111083226480979
"116",2020-04-23,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.24292103251824e-05,0.000352138602105363,0.000545029810901932,0.000237749629446933,0.000435126680308538,0.000897168413007295
"117",2020-04-24,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.47197137619241e-05,0.000335397853214431,0.000512679575627773,0.000172490324510279,0.000351369179557975,0.000848077428842204
"118",2020-04-25,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.2318492634968e-05,0.000389722999421673,0.000585535043033539,0.000146383760758385,0.000380217560411389,0.000975258042455212
"119",2020-04-26,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.08752900673857e-05,0.000338946540433522,0.000364322217257422,0.000145003867565143,0.000328071250366137,0.000703268757690945
"120",2020-04-27,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.14681327212076e-05,0.000424320910684683,0.000577993889148865,0.000176609243906598,0.000311933210016848,0.00100231479983355
"121",2020-04-28,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.59955950776778e-05,0.000316761236683565,0.000525535688134096,0.000187177094403925,0.000374354188807849,0.000842296924817661
"122",2020-04-29,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,8.1717967417275e-06,0.000367730853377737,0.000441277024053285,0.000253325698993552,0.000335043666410827,0.000809007877431022
"123",2020-04-30,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.21488089290014e-05,0.000264236594205781,0.000324980638850788,0.000200455347328523,0.000370538672334543,0.000589217233056569
"124",2020-05-01,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.43049892774538e-05,0.000304917138208057,0.000346898483323659,0.00013478221326588,0.000324803038525973,0.000651815621531715
"125",2020-05-02,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.66577319738639e-05,0.000315045923327482,0.000382901968351863,0.000135712090048762,0.000290811621533061,0.000697947891679346
"126",2020-05-03,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.64529256847837e-05,0.000312144523080448,0.000370340959586972,0.00012961933585544,0.000343888033902189,0.00068248548266742
"127",2020-05-04,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,4.47351879838753e-05,0.000316874248219116,0.000421256353514825,0.000141661428615605,0.000328058045215085,0.000738130601733942
"128",2020-05-05,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.74833151560118e-05,0.000224899890936071,0.000262383206092083,0.000154618675018549,0.00025301237730308,0.000487283097028154
"129",2020-05-06,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.46905710187392e-05,0.000358013279771718,0.000399164231469617,0.000119337759923906,0.000403279326639407,0.000757177511241335
"130",2020-05-07,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,-3.40598132656756e-06,-5.61986918883647e-05,-5.61986918883647e-05,-2.80993459441823e-05,-5.3644205893439e-05,-0.000112397383776729
"131",2020-05-08,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.83509099960102e-05,0.000314222585789114,0.000401637891610145,9.45030333200341e-05,0.000236257583300085,0.000715860477399259
"132",2020-05-09,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.63103539979427e-05,0.000303686597073703,0.000333395068526565,0.00012873670962907,0.000254172477985599,0.000637081665600267
"133",2020-05-10,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.77319669099963e-05,0.000280786164963713,0.000367448561557451,0.000121327355231234,0.000207989751824972,0.000648234726521164
"134",2020-05-11,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.83216568555579e-05,0.000283985681261147,0.000325209409186152,0.000146573254844463,0.0003481114802556,0.000609195090447299
"135",2020-05-12,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.3050615294776e-05,0.00022838576765858,0.000345841305311565,0.000150082075889924,0.000319740074722013,0.000574227072970145
"136",2020-05-13,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.4207688722238e-05,0.000213027660755694,0.00026144303820017,0.000154929207822323,0.000295333802411304,0.000474470698955865
"137",2020-05-14,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.17133888470219e-05,0.000253790091685474,0.000296739184124555,8.98026478271678e-05,0.000234267776940438,0.000550529275810029
"138",2020-05-15,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.32236801405815e-05,0.000195742446899187,0.000242189807180349,0.000139342080843489,0.000298590173236047,0.000437932254079536
"139",2020-05-16,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.78761436227706e-05,0.000242407319185732,0.000204531175562961,8.71151303323723e-05,0.000185593103751576,0.000446938494748693
"140",2020-05-17,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.11632456838365e-05,0.000211632456838365,0.000249726299069271,8.4652982735346e-05,0.000232795702522202,0.000461358755907636
"141",2020-05-18,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.1792427883318e-05,0.00022890548075989,0.000241622451913217,8.26603124966269e-05,0.000209830024029899,0.000470527932673107
"142",2020-05-19,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,3.14712269373848e-05,0.000194072566113873,0.000283241042436463,8.91684763225903e-05,0.000167846543666052,0.000477313608550336
"143",2020-05-20,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.80046258519807e-05,0.000156040090717166,0.000216055510223768,6.60169614572626e-05,0.000192049342421128,0.000372095600940935
"144",2020-05-21,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,1.65644946942136e-05,0.000173927194289242,0.000190491688983456,5.2454233198343e-05,0.000115951462859495,0.000364418883272698
"145",2020-05-22,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.47400871205531e-05,0.000191735675184286,0.000171118935917159,5.36035220945317e-05,8.04052831417975e-05,0.000362854611101445
"146",2020-05-23,0.0534962064960505,0.0962966387185873,0.159096030833415,0.315314430338786,0.375796693613161,2.86191587662703e-05,0.000187325402833769,0.000161307985773523,4.94330924144668e-05,6.24418009445896e-05,0.000348633388607292
