,susceptible,exposed,mild,severe,recovered,asymptomatic
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.01,0.0,0.0,0.0,0.0
57,0.0,0.01,0.0,0.0,0.0,0.0
58,0.0,0.0,0.01,0.0,0.0,0.0
59,0.0,0.0,0.01,0.0,0.0,0.01
60,0.0,0.06,0.01,0.0,0.0,0.03
61,0.0,0.09,0.02,0.0,0.0,0.03
62,0.0,0.1,0.03,0.0,0.0,0.05
63,0.0,0.08,0.05,0.0,0.0,0.1
64,0.0,0.14,0.05,0.0,0.0,0.13
65,0.0,0.23,0.05,0.01,0.01,0.19
66,0.0,0.39,0.06,0.03,0.01,0.26
67,0.0,0.52,0.11,0.03,0.01,0.31
68,0.0,0.69,0.12,0.04,0.02,0.47
69,0.0,0.91,0.16,0.05,0.03,0.59
70,0.0,1.09,0.26,0.05,0.05,0.73
71,0.0,1.39,0.36,0.05,0.05,0.86
72,0.0,1.5,0.58,0.08,0.07,1.08
73,0.0,1.97,0.76,0.11,0.11,1.4
74,0.0,2.37,0.95,0.17,0.19,1.68
75,0.0,2.78,1.25,0.19,0.23,1.98
76,0.0,3.35,1.54,0.27,0.3,2.32
77,0.0,4.05,1.7,0.44,0.45,2.71
78,0.0,4.85,2.08,0.58,0.61,3.35
79,0.0,5.48,2.38,0.7,0.9,4.01
80,0.0,6.1,2.86,0.79,1.21,4.67
81,0.0,6.57,3.64,0.92,1.56,5.35
82,0.0,7.23,4.11,1.19,2.03,6.09
83,0.0,7.81,4.7,1.35,2.55,6.81
84,0.0,8.47,5.6,1.44,3.19,7.49
85,0.0,9.05,6.37,1.64,3.97,8.39
86,0.0,9.64,7.07,1.87,4.86,9.2
87,0.0,10.45,7.69,2.03,5.97,9.92
88,0.0,10.7,8.31,2.28,7.47,10.69
89,0.0,10.92,9.16,2.36,8.9,11.51
90,0.0,11.33,9.93,2.61,10.37,12.34
91,0.0,11.13,10.52,2.8,12.24,12.88
92,0.0,11.48,10.78,2.78,14.49,13.24
93,0.0,11.58,11.27,2.71,16.71,13.83
94,0.0,11.35,11.82,2.89,18.95,14.08
