,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,1.0,0.0,1.0
73,2.0,1.0,1.0
74,1.0,1.0,0.0
75,6.0,5.0,1.0
76,9.0,2.0,7.0
77,13.0,1.0,12.0
78,9.0,5.0,4.0
79,11.0,7.0,4.0
80,12.0,7.0,5.0
81,15.0,4.0,11.0
82,8.0,3.0,5.0
83,28.0,12.0,16.0
84,19.0,7.0,12.0
85,22.0,10.0,12.0
86,18.0,8.0,10.0
87,20.0,11.0,9.0
88,22.0,12.0,10.0
89,16.0,7.0,9.0
90,18.0,2.0,16.0
91,15.0,6.0,9.0
92,13.0,9.0,4.0
93,16.0,7.0,9.0
94,10.0,4.0,6.0
95,17.0,8.0,9.0
96,10.0,5.0,5.0
97,18.0,8.0,10.0
98,14.0,3.0,11.0
99,11.0,6.0,5.0
100,9.0,5.0,4.0
101,8.0,4.0,4.0
102,10.0,3.0,7.0
103,9.0,3.0,6.0
104,10.0,4.0,6.0
105,6.0,3.0,3.0
106,14.0,8.0,6.0
107,6.0,2.0,4.0
108,8.0,4.0,4.0
109,5.0,1.0,4.0
110,7.0,3.0,4.0
111,6.0,4.0,2.0
112,6.0,2.0,4.0
113,11.0,4.0,7.0
114,5.0,0.0,5.0
115,5.0,2.0,3.0
116,7.0,6.0,1.0
117,6.0,2.0,4.0
118,7.0,0.0,7.0
119,3.0,0.0,3.0
120,6.0,4.0,2.0
121,1.0,1.0,0.0
122,4.0,3.0,1.0
123,2.0,1.0,1.0
124,3.0,1.0,2.0
125,1.0,1.0,0.0
126,3.0,2.0,1.0
127,1.0,1.0,0.0
128,1.0,1.0,0.0
129,0.0,0.0,0.0
130,1.0,0.0,1.0
131,0.0,0.0,0.0
132,0.0,0.0,0.0
133,1.0,1.0,0.0
134,0.0,0.0,0.0
135,0.0,0.0,0.0
136,0.0,0.0,0.0
137,1.0,1.0,0.0
138,1.0,1.0,0.0
139,1.0,1.0,0.0
140,0.0,0.0,0.0
141,1.0,0.0,1.0
142,1.0,1.0,0.0
143,0.0,0.0,0.0
144,0.0,0.0,0.0
145,0.0,0.0,0.0
146,0.0,0.0,0.0
147,0.0,0.0,0.0
148,1.0,1.0,0.0
149,1.0,1.0,0.0
150,2.0,1.0,1.0
151,0.0,0.0,0.0
152,3.0,2.0,1.0
153,1.0,1.0,0.0
154,3.0,1.0,2.0
155,4.0,2.0,2.0
156,2.0,0.0,2.0
157,4.0,3.0,1.0
158,0.0,0.0,0.0
159,3.0,2.0,1.0
160,2.0,0.0,2.0
161,3.0,3.0,0.0
162,3.0,1.0,2.0
163,2.0,2.0,0.0
164,1.0,0.0,1.0
165,3.0,2.0,1.0
166,2.0,0.0,2.0
167,0.0,0.0,0.0
168,2.0,1.0,1.0
169,2.0,2.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,0.0,0.0,0.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,0.0,0.0,0.0
186,0.0,0.0,0.0
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,0.0,0.0,0.0
190,0.0,0.0,0.0
191,0.0,0.0,0.0
192,0.0,0.0,0.0
193,0.0,0.0,0.0
194,0.0,0.0,0.0
195,0.0,0.0,0.0
196,0.0,0.0,0.0
197,0.0,0.0,0.0
198,0.0,0.0,0.0
199,0.0,0.0,0.0
200,0.0,0.0,0.0
201,1.0,1.0,0.0
202,2.0,1.0,1.0
203,0.0,0.0,0.0
204,1.0,1.0,0.0
205,1.0,1.0,0.0
