,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,1.0
73,3.0
74,6.0
75,8.0
76,8.0
77,10.0
78,12.0
79,11.0
80,11.0
81,9.0
82,10.0
83,14.0
84,14.0
85,14.0
86,14.0
87,15.0
88,16.0
89,16.0
90,16.0
91,16.0
92,17.0
93,18.0
94,19.0
95,21.0
96,19.0
97,17.0
98,17.0
99,16.0
100,17.0
101,15.0
102,12.0
103,13.0
104,13.0
105,12.0
106,12.0
107,12.0
108,11.0
109,11.0
110,9.0
111,7.0
112,8.0
113,8.0
114,7.0
115,6.0
116,6.0
117,7.0
118,9.0
119,7.0
120,6.0
121,6.0
122,6.0
123,6.0
124,9.0
125,7.0
126,7.0
127,8.0
128,7.0
129,7.0
130,7.0
131,3.0
132,3.0
133,4.0
134,2.0
135,2.0
136,2.0
137,1.0
138,1.0
139,1.0
140,0.0
141,1.0
142,1.0
143,1.0
144,1.0
145,2.0
146,2.0
147,2.0
148,3.0
149,3.0
150,3.0
151,3.0
152,3.0
153,3.0
154,3.0
155,1.0
156,1.0
157,1.0
158,1.0
159,0.0
160,0.0
161,0.0
162,1.0
163,2.0
164,2.0
165,2.0
166,2.0
167,2.0
168,2.0
169,1.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,1.0
186,1.0
187,1.0
188,1.0
189,1.0
190,1.0
191,1.0
192,0.0
193,0.0
194,0.0
195,0.0
196,2.0
197,2.0
198,2.0
199,2.0
200,3.0
201,3.0
202,4.0
203,2.0
204,2.0
205,2.0
206,2.0
207,1.0
208,1.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,1.0
218,1.0
219,1.0
220,2.0
221,3.0
222,3.0
223,3.0
224,2.0
225,3.0
226,3.0
227,2.0
228,1.0
229,2.0
230,2.0
231,2.0
232,1.0
233,1.0
234,1.0
235,1.0
236,1.0
237,1.0
238,1.0
