,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,1.0
70,3.0
71,3.0
72,4.0
73,5.0
74,7.0
75,12.0
76,14.0
77,20.0
78,24.0
79,26.0
80,32.0
81,35.0
82,36.0
83,39.0
84,43.0
85,42.0
86,42.0
87,40.0
88,35.0
89,37.0
90,40.0
91,40.0
92,42.0
93,35.0
94,35.0
95,34.0
96,33.0
97,35.0
98,33.0
99,33.0
100,34.0
101,33.0
102,31.0
103,30.0
104,24.0
105,21.0
106,11.0
107,11.0
108,12.0
109,11.0
110,11.0
111,9.0
112,10.0
113,12.0
114,14.0
115,12.0
116,13.0
117,11.0
118,11.0
119,13.0
120,10.0
121,9.0
122,8.0
123,7.0
124,7.0
125,6.0
126,3.0
127,4.0
128,7.0
129,5.0
130,6.0
131,6.0
132,9.0
133,12.0
134,13.0
135,13.0
136,13.0
137,13.0
138,12.0
139,12.0
140,9.0
141,6.0
142,3.0
143,3.0
144,3.0
145,3.0
146,2.0
147,1.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,2.0
177,2.0
178,2.0
179,5.0
180,5.0
181,6.0
182,9.0
183,10.0
184,10.0
185,10.0
186,10.0
187,10.0
188,7.0
189,7.0
190,7.0
191,3.0
192,3.0
193,3.0
194,1.0
195,1.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,1.0
204,1.0
205,1.0
206,1.0
207,1.0
208,1.0
209,1.0
210,1.0
211,1.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,1.0
226,1.0
227,1.0
228,1.0
229,2.0
230,2.0
231,3.0
232,3.0
233,3.0
234,3.0
235,3.0
236,3.0
237,3.0
238,1.0
