,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,1.0
77,3.0
78,3.0
79,3.0
80,3.0
81,4.0
82,7.0
83,9.0
84,11.0
85,12.0
86,13.0
87,13.0
88,15.0
89,15.0
90,17.0
91,16.0
92,16.0
93,17.0
94,16.0
95,15.0
96,15.0
97,16.0
98,14.0
99,13.0
100,15.0
101,17.0
102,14.0
103,15.0
104,14.0
105,13.0
106,13.0
107,14.0
108,15.0
109,15.0
110,14.0
111,13.0
112,15.0
113,14.0
114,11.0
115,9.0
116,8.0
117,8.0
118,7.0
119,6.0
120,4.0
121,3.0
122,2.0
123,1.0
124,2.0
125,2.0
126,3.0
127,3.0
128,4.0
129,4.0
130,4.0
131,6.0
132,6.0
133,6.0
134,6.0
135,6.0
136,6.0
137,5.0
138,5.0
139,4.0
140,3.0
141,3.0
142,2.0
143,2.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,1.0
155,1.0
156,1.0
157,2.0
158,3.0
159,3.0
160,3.0
161,3.0
162,3.0
163,3.0
164,3.0
165,3.0
166,3.0
167,3.0
168,1.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,1.0
184,1.0
185,1.0
186,2.0
187,2.0
188,2.0
189,3.0
190,4.0
191,4.0
192,5.0
193,5.0
194,5.0
195,6.0
196,6.0
197,5.0
198,5.0
199,5.0
200,6.0
201,6.0
202,6.0
203,4.0
204,5.0
205,5.0
206,4.0
207,4.0
208,4.0
209,4.0
210,4.0
211,3.0
212,2.0
213,2.0
214,3.0
215,4.0
216,3.0
217,3.0
218,3.0
219,3.0
220,3.0
221,3.0
222,3.0
223,3.0
224,3.0
225,2.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
