,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,0,,0,0
1,1,,1,0
2,,0,0,0
3,,1,1,0
4,0,,0,0
5,0,,0,0
6,0,,0,0
7,1,,0,1
8,,0,0,0
9,0,,0,0
10,0,,0,0
11,0,,0,0
12,,0,0,0
13,,0,0,0
14,0,,0,0
15,,0,0,0
16,,0,0,0
17,0,,0,0
18,0,,0,0
19,,0,0,0
20,0,,0,0
21,0,,0,0
22,1,,0,1
23,,1,0,1
24,,0,0,0
25,,0,0,0
26,1,,0,1
27,1,,0,1
28,2,,0,2
29,0,,0,0
30,1,,0,1
31,,0,0,0
32,0,,0,0
33,,0,0,0
34,0,,0,0
35,1,,0,1
36,,1,0,1
37,0,,0,0
38,,1,0,1
39,0,,0,0
40,0,,0,0
41,0,,0,0
42,0,,0,0
43,0,,0,0
44,0,,0,0
45,,0,0,0
46,1,,0,1
47,1,,1,0
48,1,,0,1
49,,0,0,0
50,0,,0,0
51,2,,0,2
52,,2,0,2
53,,1,0,1
54,1,,0,1
55,0,,0,0
56,0,,0,0
57,0,,0,0
58,,0,0,0
59,0,,0,0
60,,0,0,0
61,1,,0,1
62,0,,0,0
63,0,,0,0
64,1,,0,1
65,0,,0,0
66,,0,0,0
67,,0,0,0
68,,0,0,0
69,0,,0,0
70,0,,0,0
71,,1,0,1
72,0,,0,0
73,1,,1,0
74,0,,0,0
75,,0,0,0
76,0,,0,0
77,0,,0,0
78,0,,0,0
79,0,,0,0
80,,1,1,0
81,,0,0,0
82,0,,0,0
83,2,,0,2
84,,0,0,0
85,0,,0,0
86,,0,0,0
87,1,,0,1
88,0,,0,0
89,0,,0,0
90,0,,0,0
91,0,,0,0
92,0,,0,0
93,0,,0,0
94,1,,1,0
95,1,,0,1
96,0,,0,0
97,1,,0,1
98,0,,0,0
99,0,,0,0
100,,0,0,0
101,1,,0,1
102,1,,0,1
103,0,,0,0
104,3,,0,3
105,0,,0,0
106,0,,0,0
107,0,,0,0
108,0,,0,0
109,,0,0,0
110,1,,0,1
111,0,,0,0
112,0,,0,0
113,0,,0,0
114,,0,0,0
115,0,,0,0
116,1,,0,1
117,1,,0,1
118,,0,0,0
119,,0,0,0
120,0,,0,0
121,,0,0,0
122,0,,0,0
123,1,,0,1
124,0,,0,0
125,1,,0,1
126,,1,0,1
127,,0,0,0
128,0,,0,0
129,0,,0,0
130,0,,0,0
131,0,,0,0
132,,0,0,0
133,1,,0,1
134,0,,0,0
135,0,,0,0
136,0,,0,0
137,,0,0,0
138,0,,0,0
139,0,,0,0
140,,0,0,0
141,,0,0,0
142,0,,0,0
143,0,,0,0
144,,1,0,1
145,0,,0,0
146,0,,0,0
147,,0,0,0
148,0,,0,0
149,0,,0,0
150,0,,0,0
151,,1,0,1
152,0,,0,0
153,0,,0,0
154,0,,0,0
155,1,,0,1
156,0,,0,0
157,,0,0,0
158,0,,0,0
159,,0,0,0
160,2,,1,1
161,0,,0,0
162,0,,0,0
163,1,,0,1
164,0,,0,0
165,0,,0,0
166,0,,0,0
167,0,,0,0
168,0,,0,0
169,,0,0,0
170,0,,0,0
171,,0,0,0
172,,0,0,0
173,0,,0,0
174,0,,0,0
