,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,1.0
75,2.0
76,2.0
77,2.0
78,4.0
79,5.0
80,8.0
81,9.0
82,11.0
83,12.0
84,15.0
85,19.0
86,21.0
87,22.0
88,22.0
89,27.0
90,29.0
91,32.0
92,34.0
93,36.0
94,36.0
95,35.0
96,31.0
97,33.0
98,33.0
99,34.0
100,31.0
101,28.0
102,27.0
103,27.0
104,25.0
105,20.0
106,19.0
107,16.0
108,16.0
109,16.0
110,15.0
111,13.0
112,12.0
113,10.0
114,10.0
115,9.0
116,11.0
117,9.0
118,11.0
119,13.0
120,15.0
121,16.0
122,16.0
123,15.0
124,14.0
125,14.0
126,14.0
127,13.0
128,12.0
129,12.0
130,9.0
131,8.0
132,6.0
133,6.0
134,4.0
135,4.0
136,3.0
137,3.0
138,2.0
139,1.0
140,1.0
141,1.0
142,0.0
143,1.0
144,1.0
145,1.0
146,1.0
147,1.0
148,1.0
149,2.0
150,2.0
151,3.0
152,3.0
153,3.0
154,3.0
155,7.0
156,8.0
157,8.0
158,9.0
159,10.0
160,10.0
161,10.0
162,10.0
163,10.0
164,9.0
165,9.0
166,7.0
167,7.0
168,7.0
169,4.0
170,1.0
171,1.0
172,1.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,1.0
189,1.0
190,1.0
191,1.0
192,1.0
193,1.0
194,1.0
195,1.0
196,1.0
197,1.0
198,1.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
