,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,1.0
79,1.0
80,2.0
81,3.0
82,4.0
83,4.0
84,6.0
85,8.0
86,13.0
87,18.0
88,17.0
89,18.0
90,19.0
91,21.0
92,23.0
93,23.0
94,21.0
95,20.0
96,18.0
97,20.0
98,18.0
99,17.0
100,16.0
101,15.0
102,15.0
103,12.0
104,12.0
105,12.0
106,11.0
107,9.0
108,9.0
109,7.0
110,3.0
111,3.0
112,3.0
113,5.0
114,6.0
115,5.0
116,5.0
117,5.0
118,5.0
119,6.0
120,6.0
121,5.0
122,5.0
123,3.0
124,1.0
125,1.0
126,1.0
127,1.0
128,1.0
129,3.0
130,3.0
131,3.0
132,3.0
133,3.0
134,2.0
135,2.0
136,2.0
137,2.0
138,3.0
139,4.0
140,4.0
141,4.0
142,4.0
143,3.0
144,3.0
145,4.0
146,4.0
147,4.0
148,2.0
149,2.0
150,2.0
151,1.0
152,1.0
153,1.0
154,1.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,1.0
161,1.0
162,1.0
163,1.0
164,1.0
165,1.0
166,1.0
167,1.0
168,1.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,1.0
182,2.0
183,2.0
184,2.0
185,4.0
186,4.0
187,4.0
188,4.0
189,4.0
190,4.0
191,4.0
192,2.0
193,2.0
194,2.0
195,1.0
196,1.0
197,1.0
198,1.0
199,1.0
200,0.0
201,1.0
202,1.0
203,1.0
204,1.0
205,1.0
206,4.0
207,5.0
208,7.0
209,7.0
210,8.0
211,9.0
212,9.0
213,9.0
214,9.0
215,8.0
216,8.0
217,3.0
218,3.0
219,3.0
220,1.0
221,1.0
222,1.0
223,1.0
224,1.0
225,1.0
226,1.0
227,1.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
