,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,1.0,1.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,1.0,1.0,0.0
73,1.0,1.0,0.0
74,3.0,2.0,1.0
75,6.0,1.0,5.0
76,6.0,1.0,5.0
77,5.0,3.0,2.0
78,9.0,6.0,3.0
79,10.0,5.0,5.0
80,7.0,1.0,6.0
81,4.0,1.0,3.0
82,10.0,4.0,6.0
83,7.0,3.0,4.0
84,6.0,4.0,2.0
85,11.0,6.0,5.0
86,9.0,5.0,4.0
87,16.0,5.0,11.0
88,11.0,6.0,5.0
89,8.0,4.0,4.0
90,13.0,7.0,6.0
91,5.0,1.0,4.0
92,13.0,5.0,8.0
93,15.0,5.0,10.0
94,5.0,3.0,2.0
95,7.0,5.0,2.0
96,10.0,3.0,7.0
97,11.0,6.0,5.0
98,4.0,4.0,0.0
99,10.0,5.0,5.0
100,4.0,2.0,2.0
101,13.0,6.0,7.0
102,6.0,3.0,3.0
103,14.0,9.0,5.0
104,13.0,3.0,10.0
105,6.0,0.0,6.0
106,15.0,6.0,9.0
107,7.0,5.0,2.0
108,9.0,4.0,5.0
109,12.0,6.0,6.0
110,3.0,2.0,1.0
111,4.0,2.0,2.0
112,3.0,1.0,2.0
113,2.0,2.0,0.0
114,1.0,1.0,0.0
115,1.0,0.0,1.0
116,1.0,0.0,1.0
117,1.0,1.0,0.0
118,1.0,0.0,1.0
119,1.0,1.0,0.0
120,0.0,0.0,0.0
121,1.0,1.0,0.0
122,1.0,0.0,1.0
123,0.0,0.0,0.0
124,2.0,0.0,2.0
125,2.0,2.0,0.0
126,1.0,1.0,0.0
127,0.0,0.0,0.0
128,3.0,0.0,3.0
129,0.0,0.0,0.0
130,0.0,0.0,0.0
131,2.0,1.0,1.0
132,1.0,1.0,0.0
133,4.0,1.0,3.0
134,0.0,0.0,0.0
135,4.0,2.0,2.0
136,2.0,0.0,2.0
137,1.0,1.0,0.0
138,5.0,3.0,2.0
139,5.0,2.0,3.0
140,2.0,0.0,2.0
141,5.0,3.0,2.0
142,1.0,0.0,1.0
143,3.0,1.0,2.0
144,5.0,3.0,2.0
145,3.0,3.0,0.0
146,4.0,2.0,2.0
147,5.0,2.0,3.0
148,1.0,0.0,1.0
149,3.0,3.0,0.0
150,3.0,2.0,1.0
151,6.0,2.0,4.0
152,2.0,0.0,2.0
153,8.0,5.0,3.0
154,2.0,2.0,0.0
155,7.0,1.0,6.0
156,10.0,6.0,4.0
157,2.0,0.0,2.0
158,1.0,0.0,1.0
159,1.0,0.0,1.0
160,3.0,0.0,3.0
161,3.0,2.0,1.0
162,3.0,1.0,2.0
163,2.0,1.0,1.0
164,3.0,0.0,3.0
165,1.0,0.0,1.0
166,3.0,2.0,1.0
167,2.0,0.0,2.0
168,2.0,1.0,1.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,0.0,0.0,0.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,0.0,0.0,0.0
186,0.0,0.0,0.0
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,0.0,0.0,0.0
190,0.0,0.0,0.0
191,0.0,0.0,0.0
192,0.0,0.0,0.0
193,0.0,0.0,0.0
194,0.0,0.0,0.0
195,0.0,0.0,0.0
196,0.0,0.0,0.0
197,0.0,0.0,0.0
198,0.0,0.0,0.0
199,0.0,0.0,0.0
200,0.0,0.0,0.0
201,0.0,0.0,0.0
202,0.0,0.0,0.0
203,0.0,0.0,0.0
204,0.0,0.0,0.0
205,0.0,0.0,0.0
