,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,2.0
73,2.0
74,2.0
75,3.0
76,4.0
77,6.0
78,6.0
79,6.0
80,6.0
81,6.0
82,9.0
83,10.0
84,9.0
85,9.0
86,10.0
87,7.0
88,7.0
89,8.0
90,9.0
91,12.0
92,12.0
93,10.0
94,10.0
95,13.0
96,11.0
97,11.0
98,14.0
99,11.0
100,11.0
101,14.0
102,13.0
103,13.0
104,14.0
105,11.0
106,11.0
107,11.0
108,8.0
109,11.0
110,13.0
111,10.0
112,13.0
113,16.0
114,13.0
115,15.0
116,15.0
117,14.0
118,13.0
119,13.0
120,9.0
121,10.0
122,8.0
123,5.0
124,5.0
125,6.0
126,4.0
127,5.0
128,5.0
129,4.0
130,4.0
131,4.0
132,3.0
133,3.0
134,3.0
135,1.0
136,2.0
137,2.0
138,1.0
139,1.0
140,2.0
141,2.0
142,2.0
143,2.0
144,2.0
145,2.0
146,2.0
147,1.0
148,2.0
149,2.0
150,1.0
151,1.0
152,2.0
153,2.0
154,2.0
155,2.0
156,2.0
157,2.0
158,2.0
159,1.0
160,2.0
161,2.0
162,2.0
163,2.0
164,2.0
165,1.0
166,1.0
167,1.0
168,1.0
169,1.0
170,1.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,1.0
180,1.0
181,1.0
182,1.0
183,1.0
184,1.0
185,1.0
186,1.0
187,1.0
188,1.0
189,1.0
190,1.0
191,1.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,1.0
215,1.0
216,1.0
217,1.0
218,1.0
219,1.0
220,1.0
221,1.0
222,1.0
223,1.0
224,2.0
225,2.0
226,2.0
227,2.0
228,1.0
229,1.0
230,1.0
231,1.0
232,1.0
233,1.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
