,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,0,,0,0
1,,0,0,0
2,1,,0,1
3,0,,0,0
4,0,,0,0
5,0,,0,0
6,1,,1,0
7,,0,0,0
8,0,,0,0
9,0,,0,0
10,0,,0,0
11,1,,1,0
12,0,,0,0
13,1,,1,0
14,0,,0,0
15,,1,1,0
16,0,,0,0
17,2,,2,0
18,2,,2,0
19,,1,1,0
20,,0,0,0
21,1,,1,0
22,0,,0,0
23,0,,0,0
24,0,,0,0
25,2,,2,0
26,0,,0,0
27,1,,1,0
28,1,,1,0
29,0,,0,0
30,,1,1,0
31,0,,0,0
32,,0,0,0
33,,0,0,0
34,1,,1,0
35,0,,0,0
36,,0,0,0
37,2,,0,2
38,1,,1,0
39,2,,2,0
40,,0,0,0
41,4,,3,1
42,1,,1,0
43,0,,0,0
44,,0,0,0
45,0,,0,0
46,4,,3,1
47,0,,0,0
48,0,,0,0
49,,1,1,0
50,,0,0,0
51,,0,0,0
52,2,,2,0
53,,0,0,0
54,,0,0,0
55,1,,0,1
56,,0,0,0
57,0,,0,0
58,1,,1,0
59,2,,1,1
60,3,,2,1
61,2,,2,0
62,,0,0,0
63,,0,0,0
64,0,,0,0
65,0,,0,0
66,2,,2,0
67,2,,2,0
68,,0,0,0
69,,0,0,0
70,,0,0,0
71,,0,0,0
72,0,,0,0
73,,0,0,0
74,,0,0,0
75,0,,0,0
76,0,,0,0
77,2,,2,0
78,0,,0,0
79,,1,1,0
80,,0,0,0
81,0,,0,0
82,3,,3,0
83,,0,0,0
84,,0,0,0
85,1,,1,0
86,0,,0,0
87,1,,1,0
88,0,,0,0
89,3,,2,1
90,2,,2,0
91,0,,0,0
92,1,,1,0
93,0,,0,0
94,2,,1,1
95,1,,0,1
96,1,,1,0
97,,0,0,0
98,1,,1,0
99,0,,0,0
100,,1,1,0
101,,0,0,0
102,0,,0,0
103,2,,2,0
104,2,,2,0
105,,0,0,0
106,,0,0,0
107,0,,0,0
108,0,,0,0
109,2,,2,0
110,0,,0,0
111,1,,1,0
112,4,,4,0
113,0,,0,0
114,0,,0,0
115,0,,0,0
116,0,,0,0
117,1,,1,0
118,0,,0,0
119,0,,0,0
120,,2,2,0
121,0,,0,0
122,0,,0,0
123,,1,1,0
124,,0,0,0
125,,0,0,0
126,0,,0,0
127,,0,0,0
128,3,,1,2
129,0,,0,0
130,0,,0,0
131,,0,0,0
132,,0,0,0
133,0,,0,0
134,1,,1,0
135,0,,0,0
136,0,,0,0
137,,1,1,0
138,0,,0,0
139,,1,1,0
140,0,,0,0
141,0,,0,0
142,0,,0,0
143,0,,0,0
144,0,,0,0
145,2,,2,0
146,2,,2,0
147,0,,0,0
148,,0,0,0
149,0,,0,0
150,1,,1,0
151,,0,0,0
152,2,,2,0
153,0,,0,0
154,2,,2,0
155,,0,0,0
156,1,,1,0
157,,0,0,0
158,,1,1,0
159,1,,1,0
160,0,,0,0
161,,0,0,0
162,,1,1,0
163,0,,0,0
164,1,,1,0
165,,0,0,0
166,2,,1,1
167,2,,0,2
168,0,,0,0
169,1,,1,0
170,1,,1,0
171,,0,0,0
172,0,,0,0
173,0,,0,0
174,,1,1,0
175,1,,1,0
176,,0,0,0
177,,0,0,0
178,,0,0,0
179,,0,0,0
180,0,,0,0
181,3,,3,0
182,0,,0,0
183,,0,0,0
184,,0,0,0
185,0,,0,0
186,0,,0,0
187,,0,0,0
188,0,,0,0
189,0,,0,0
190,1,,1,0
191,1,,1,0
192,,0,0,0
193,0,,0,0
194,,1,0,1
195,,0,0,0
196,0,,0,0
197,,1,1,0
198,0,,0,0
199,,0,0,0
