,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,1.0,0.0,1.0
67,0.0,0.0,0.0
68,1.0,1.0,0.0
69,1.0,0.0,1.0
70,1.0,0.0,1.0
71,2.0,1.0,1.0
72,5.0,2.0,3.0
73,4.0,3.0,1.0
74,9.0,5.0,4.0
75,2.0,1.0,1.0
76,9.0,3.0,6.0
77,3.0,2.0,1.0
78,9.0,4.0,5.0
79,6.0,1.0,5.0
80,5.0,3.0,2.0
81,8.0,3.0,5.0
82,9.0,6.0,3.0
83,4.0,1.0,3.0
84,10.0,1.0,9.0
85,6.0,3.0,3.0
86,8.0,4.0,4.0
87,7.0,2.0,5.0
88,13.0,5.0,8.0
89,12.0,9.0,3.0
90,7.0,3.0,4.0
91,7.0,0.0,7.0
92,7.0,1.0,6.0
93,6.0,5.0,1.0
94,12.0,8.0,4.0
95,7.0,1.0,6.0
96,5.0,2.0,3.0
97,4.0,3.0,1.0
98,7.0,3.0,4.0
99,6.0,2.0,4.0
100,6.0,1.0,5.0
101,6.0,1.0,5.0
102,7.0,5.0,2.0
103,3.0,2.0,1.0
104,8.0,2.0,6.0
105,7.0,1.0,6.0
106,6.0,1.0,5.0
107,9.0,7.0,2.0
108,4.0,0.0,4.0
109,3.0,3.0,0.0
110,2.0,1.0,1.0
111,5.0,4.0,1.0
112,8.0,4.0,4.0
113,5.0,1.0,4.0
114,14.0,5.0,9.0
115,8.0,5.0,3.0
116,2.0,1.0,1.0
117,9.0,3.0,6.0
118,6.0,3.0,3.0
119,6.0,3.0,3.0
120,3.0,2.0,1.0
121,4.0,1.0,3.0
122,4.0,3.0,1.0
123,0.0,0.0,0.0
124,2.0,1.0,1.0
125,3.0,1.0,2.0
126,1.0,0.0,1.0
127,2.0,1.0,1.0
128,4.0,2.0,2.0
129,2.0,1.0,1.0
130,3.0,3.0,0.0
131,0.0,0.0,0.0
132,0.0,0.0,0.0
133,1.0,0.0,1.0
134,1.0,1.0,0.0
135,3.0,3.0,0.0
136,1.0,0.0,1.0
137,3.0,1.0,2.0
138,1.0,1.0,0.0
139,0.0,0.0,0.0
140,0.0,0.0,0.0
141,0.0,0.0,0.0
142,0.0,0.0,0.0
143,0.0,0.0,0.0
144,0.0,0.0,0.0
145,1.0,1.0,0.0
146,0.0,0.0,0.0
147,0.0,0.0,0.0
148,0.0,0.0,0.0
149,0.0,0.0,0.0
150,0.0,0.0,0.0
151,0.0,0.0,0.0
152,0.0,0.0,0.0
153,0.0,0.0,0.0
154,0.0,0.0,0.0
155,0.0,0.0,0.0
156,0.0,0.0,0.0
157,0.0,0.0,0.0
158,0.0,0.0,0.0
159,0.0,0.0,0.0
160,0.0,0.0,0.0
161,0.0,0.0,0.0
162,0.0,0.0,0.0
163,0.0,0.0,0.0
164,0.0,0.0,0.0
165,0.0,0.0,0.0
166,0.0,0.0,0.0
167,0.0,0.0,0.0
168,0.0,0.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,0.0,0.0,0.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,0.0,0.0,0.0
186,1.0,0.0,1.0
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,3.0,3.0,0.0
190,0.0,0.0,0.0
191,1.0,0.0,1.0
192,2.0,0.0,2.0
193,1.0,1.0,0.0
194,2.0,1.0,1.0
195,2.0,2.0,0.0
196,1.0,0.0,1.0
197,1.0,1.0,0.0
198,0.0,0.0,0.0
199,0.0,0.0,0.0
200,3.0,2.0,1.0
201,1.0,0.0,1.0
202,1.0,0.0,1.0
203,1.0,1.0,0.0
204,2.0,1.0,1.0
205,0.0,0.0,0.0
