,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
206,0.0,0.0,0.0
207,0.0,0.0,0.0
208,0.0,0.0,0.0
209,1.0,1.0,0.0
210,0.0,0.0,0.0
211,1.0,1.0,0.0
212,1.0,0.0,1.0
213,1.0,0.0,1.0
214,1.0,1.0,0.0
215,2.0,2.0,0.0
216,2.0,1.0,1.0
217,4.0,1.0,3.0
218,0.0,0.0,0.0
219,0.0,0.0,0.0
220,1.0,0.0,1.0
221,0.0,0.0,0.0
222,0.0,0.0,0.0
223,1.0,1.0,0.0
224,0.0,0.0,0.0
225,0.0,0.0,0.0
226,0.0,0.0,0.0
227,0.0,0.0,0.0
228,0.0,0.0,0.0
229,0.0,0.0,0.0
230,0.0,0.0,0.0
231,0.0,0.0,0.0
232,0.0,0.0,0.0
233,0.0,0.0,0.0
234,0.0,0.0,0.0
235,0.0,0.0,0.0
236,2.0,2.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
