,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,1.0,1.0,0.0
66,1.0,1.0,0.0
67,2.0,1.0,1.0
68,2.0,2.0,0.0
69,4.0,2.0,2.0
70,4.0,4.0,0.0
71,5.0,1.0,4.0
72,13.0,2.0,11.0
73,12.0,5.0,7.0
74,9.0,7.0,2.0
75,9.0,4.0,5.0
76,7.0,0.0,7.0
77,7.0,0.0,7.0
78,9.0,6.0,3.0
79,7.0,4.0,3.0
80,6.0,4.0,2.0
81,6.0,4.0,2.0
82,9.0,2.0,7.0
83,5.0,2.0,3.0
84,13.0,5.0,8.0
85,14.0,4.0,10.0
86,15.0,8.0,7.0
87,4.0,2.0,2.0
88,13.0,8.0,5.0
89,8.0,5.0,3.0
90,12.0,5.0,7.0
91,10.0,7.0,3.0
92,14.0,8.0,6.0
93,10.0,5.0,5.0
94,6.0,3.0,3.0
95,14.0,10.0,4.0
96,10.0,4.0,6.0
97,13.0,5.0,8.0
98,18.0,7.0,11.0
99,14.0,6.0,8.0
100,9.0,4.0,5.0
101,15.0,9.0,6.0
102,12.0,5.0,7.0
103,8.0,3.0,5.0
104,13.0,5.0,8.0
105,11.0,5.0,6.0
106,11.0,6.0,5.0
107,11.0,6.0,5.0
108,10.0,3.0,7.0
109,12.0,8.0,4.0
110,15.0,7.0,8.0
111,9.0,3.0,6.0
112,10.0,7.0,3.0
113,9.0,4.0,5.0
114,8.0,6.0,2.0
115,4.0,2.0,2.0
116,3.0,1.0,2.0
117,4.0,3.0,1.0
118,3.0,3.0,0.0
119,3.0,2.0,1.0
120,1.0,0.0,1.0
121,2.0,1.0,1.0
122,2.0,1.0,1.0
123,2.0,0.0,2.0
124,0.0,0.0,0.0
125,1.0,1.0,0.0
126,0.0,0.0,0.0
127,1.0,0.0,1.0
128,0.0,0.0,0.0
129,0.0,0.0,0.0
130,0.0,0.0,0.0
131,0.0,0.0,0.0
132,0.0,0.0,0.0
133,0.0,0.0,0.0
134,0.0,0.0,0.0
135,0.0,0.0,0.0
136,0.0,0.0,0.0
137,0.0,0.0,0.0
138,0.0,0.0,0.0
139,0.0,0.0,0.0
140,0.0,0.0,0.0
141,0.0,0.0,0.0
142,0.0,0.0,0.0
143,0.0,0.0,0.0
144,1.0,1.0,0.0
145,1.0,0.0,1.0
146,0.0,0.0,0.0
147,0.0,0.0,0.0
148,1.0,1.0,0.0
149,0.0,0.0,0.0
150,0.0,0.0,0.0
151,0.0,0.0,0.0
152,0.0,0.0,0.0
153,0.0,0.0,0.0
154,0.0,0.0,0.0
155,0.0,0.0,0.0
156,0.0,0.0,0.0
157,0.0,0.0,0.0
158,0.0,0.0,0.0
159,0.0,0.0,0.0
160,0.0,0.0,0.0
161,0.0,0.0,0.0
162,0.0,0.0,0.0
163,0.0,0.0,0.0
164,0.0,0.0,0.0
165,0.0,0.0,0.0
166,0.0,0.0,0.0
167,0.0,0.0,0.0
168,1.0,1.0,0.0
169,1.0,1.0,0.0
170,1.0,0.0,1.0
171,1.0,0.0,1.0
172,1.0,1.0,0.0
173,0.0,0.0,0.0
174,2.0,1.0,1.0
175,0.0,0.0,0.0
176,2.0,2.0,0.0
177,0.0,0.0,0.0
178,1.0,0.0,1.0
179,1.0,0.0,1.0
180,0.0,0.0,0.0
181,1.0,1.0,0.0
182,1.0,1.0,0.0
183,2.0,2.0,0.0
184,3.0,1.0,2.0
185,4.0,1.0,3.0
186,2.0,1.0,1.0
187,4.0,2.0,2.0
188,1.0,0.0,1.0
189,2.0,2.0,0.0
190,3.0,1.0,2.0
191,4.0,3.0,1.0
192,6.0,4.0,2.0
193,3.0,3.0,0.0
194,6.0,3.0,3.0
195,5.0,2.0,3.0
196,4.0,2.0,2.0
197,6.0,5.0,1.0
198,3.0,2.0,1.0
199,4.0,0.0,4.0
200,5.0,1.0,4.0
201,0.0,0.0,0.0
202,3.0,3.0,0.0
203,1.0,0.0,1.0
204,1.0,0.0,1.0
205,0.0,0.0,0.0
