,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,1.0,0.0,1.0
69,1.0,1.0,0.0
70,0.0,0.0,0.0
71,1.0,1.0,0.0
72,2.0,0.0,2.0
73,1.0,0.0,1.0
74,4.0,2.0,2.0
75,4.0,3.0,1.0
76,6.0,4.0,2.0
77,6.0,3.0,3.0
78,6.0,1.0,5.0
79,7.0,4.0,3.0
80,8.0,4.0,4.0
81,6.0,3.0,3.0
82,12.0,7.0,5.0
83,16.0,6.0,10.0
84,12.0,6.0,6.0
85,15.0,9.0,6.0
86,10.0,3.0,7.0
87,14.0,4.0,10.0
88,12.0,4.0,8.0
89,10.0,5.0,5.0
90,13.0,8.0,5.0
91,7.0,5.0,2.0
92,12.0,4.0,8.0
93,12.0,7.0,5.0
94,4.0,1.0,3.0
95,9.0,7.0,2.0
96,11.0,7.0,4.0
97,12.0,4.0,8.0
98,8.0,2.0,6.0
99,11.0,4.0,7.0
100,4.0,0.0,4.0
101,5.0,4.0,1.0
102,5.0,2.0,3.0
103,4.0,1.0,3.0
104,1.0,1.0,0.0
105,0.0,0.0,0.0
106,4.0,2.0,2.0
107,0.0,0.0,0.0
108,5.0,3.0,2.0
109,3.0,3.0,0.0
110,5.0,3.0,2.0
111,6.0,4.0,2.0
112,8.0,4.0,4.0
113,1.0,1.0,0.0
114,6.0,3.0,3.0
115,5.0,4.0,1.0
116,4.0,2.0,2.0
117,4.0,2.0,2.0
118,7.0,3.0,4.0
119,8.0,3.0,5.0
120,7.0,3.0,4.0
121,5.0,2.0,3.0
122,4.0,1.0,3.0
123,10.0,5.0,5.0
124,5.0,2.0,3.0
125,4.0,3.0,1.0
126,4.0,2.0,2.0
127,3.0,1.0,2.0
128,6.0,2.0,4.0
129,4.0,3.0,1.0
130,7.0,5.0,2.0
131,8.0,5.0,3.0
132,6.0,5.0,1.0
133,6.0,1.0,5.0
134,8.0,1.0,7.0
135,6.0,4.0,2.0
136,4.0,4.0,0.0
137,8.0,3.0,5.0
138,6.0,4.0,2.0
139,4.0,1.0,3.0
140,5.0,1.0,4.0
141,7.0,3.0,4.0
142,2.0,1.0,1.0
143,4.0,4.0,0.0
144,3.0,1.0,2.0
145,3.0,2.0,1.0
146,5.0,1.0,4.0
147,1.0,0.0,1.0
148,3.0,2.0,1.0
149,0.0,0.0,0.0
150,2.0,1.0,1.0
151,4.0,1.0,3.0
152,1.0,0.0,1.0
153,1.0,0.0,1.0
154,1.0,1.0,0.0
155,1.0,0.0,1.0
156,4.0,1.0,3.0
157,1.0,1.0,0.0
158,2.0,2.0,0.0
159,0.0,0.0,0.0
160,2.0,0.0,2.0
161,3.0,0.0,3.0
162,0.0,0.0,0.0
163,2.0,2.0,0.0
164,0.0,0.0,0.0
165,0.0,0.0,0.0
166,1.0,0.0,1.0
167,2.0,1.0,1.0
168,3.0,1.0,2.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,1.0,0.0,1.0
172,2.0,2.0,0.0
173,1.0,0.0,1.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,0.0,0.0,0.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,0.0,0.0,0.0
186,0.0,0.0,0.0
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,1.0,1.0,0.0
190,0.0,0.0,0.0
191,1.0,0.0,1.0
192,0.0,0.0,0.0
193,0.0,0.0,0.0
194,1.0,1.0,0.0
195,0.0,0.0,0.0
196,1.0,0.0,1.0
197,1.0,0.0,1.0
198,0.0,0.0,0.0
199,0.0,0.0,0.0
200,0.0,0.0,0.0
201,0.0,0.0,0.0
202,0.0,0.0,0.0
203,0.0,0.0,0.0
204,0.0,0.0,0.0
205,0.0,0.0,0.0
