,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,2.0,2.0,0.0
64,1.0,0.0,1.0
65,1.0,0.0,1.0
66,0.0,0.0,0.0
67,3.0,1.0,2.0
68,1.0,1.0,0.0
69,2.0,1.0,1.0
70,1.0,1.0,0.0
71,3.0,0.0,3.0
72,5.0,2.0,3.0
73,5.0,2.0,3.0
74,9.0,7.0,2.0
75,7.0,3.0,4.0
76,9.0,3.0,6.0
77,11.0,3.0,8.0
78,10.0,1.0,9.0
79,14.0,10.0,4.0
80,12.0,8.0,4.0
81,9.0,8.0,1.0
82,12.0,6.0,6.0
83,8.0,5.0,3.0
84,15.0,6.0,9.0
85,15.0,7.0,8.0
86,17.0,7.0,10.0
87,8.0,3.0,5.0
88,14.0,6.0,8.0
89,7.0,4.0,3.0
90,9.0,4.0,5.0
91,9.0,4.0,5.0
92,17.0,8.0,9.0
93,12.0,2.0,10.0
94,14.0,6.0,8.0
95,15.0,6.0,9.0
96,13.0,9.0,4.0
97,14.0,10.0,4.0
98,18.0,9.0,9.0
99,14.0,8.0,6.0
100,8.0,6.0,2.0
101,9.0,3.0,6.0
102,11.0,7.0,4.0
103,9.0,4.0,5.0
104,13.0,4.0,9.0
105,7.0,4.0,3.0
106,5.0,3.0,2.0
107,9.0,2.0,7.0
108,8.0,4.0,4.0
109,7.0,5.0,2.0
110,6.0,4.0,2.0
111,7.0,2.0,5.0
112,11.0,5.0,6.0
113,6.0,3.0,3.0
114,14.0,8.0,6.0
115,6.0,5.0,1.0
116,7.0,5.0,2.0
117,4.0,3.0,1.0
118,13.0,3.0,10.0
119,4.0,0.0,4.0
120,7.0,7.0,0.0
121,4.0,2.0,2.0
122,8.0,4.0,4.0
123,8.0,3.0,5.0
124,7.0,4.0,3.0
125,4.0,2.0,2.0
126,2.0,1.0,1.0
127,6.0,2.0,4.0
128,4.0,2.0,2.0
129,3.0,2.0,1.0
130,9.0,4.0,5.0
131,1.0,1.0,0.0
132,1.0,1.0,0.0
133,4.0,0.0,4.0
134,5.0,3.0,2.0
135,5.0,5.0,0.0
136,0.0,0.0,0.0
137,5.0,2.0,3.0
138,1.0,0.0,1.0
139,2.0,1.0,1.0
140,1.0,1.0,0.0
141,3.0,2.0,1.0
142,4.0,1.0,3.0
143,2.0,1.0,1.0
144,1.0,1.0,0.0
145,1.0,0.0,1.0
146,0.0,0.0,0.0
147,1.0,1.0,0.0
148,2.0,2.0,0.0
149,0.0,0.0,0.0
150,1.0,1.0,0.0
151,3.0,0.0,3.0
152,3.0,1.0,2.0
153,4.0,1.0,3.0
154,1.0,1.0,0.0
155,0.0,0.0,0.0
156,4.0,3.0,1.0
157,4.0,1.0,3.0
158,0.0,0.0,0.0
159,2.0,2.0,0.0
160,2.0,1.0,1.0
161,0.0,0.0,0.0
162,1.0,0.0,1.0
163,0.0,0.0,0.0
164,4.0,4.0,0.0
165,0.0,0.0,0.0
166,0.0,0.0,0.0
167,0.0,0.0,0.0
168,0.0,0.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,0.0,0.0,0.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,0.0,0.0,0.0
186,0.0,0.0,0.0
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,0.0,0.0,0.0
190,0.0,0.0,0.0
191,0.0,0.0,0.0
192,0.0,0.0,0.0
193,0.0,0.0,0.0
194,0.0,0.0,0.0
195,0.0,0.0,0.0
196,0.0,0.0,0.0
197,0.0,0.0,0.0
198,0.0,0.0,0.0
199,0.0,0.0,0.0
200,0.0,0.0,0.0
201,0.0,0.0,0.0
202,0.0,0.0,0.0
203,0.0,0.0,0.0
204,0.0,0.0,0.0
205,0.0,0.0,0.0
