,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,,0,0,0
1,,0,0,0
2,0,,0,0
3,,0,0,0
4,0,,0,0
5,,0,0,0
6,1,,1,0
7,,0,0,0
8,,0,0,0
9,,0,0,0
10,0,,0,0
11,1,,0,1
12,0,,0,0
13,,0,0,0
14,1,,0,1
15,2,,1,1
16,0,,0,0
17,1,,1,0
18,,0,0,0
19,1,,0,1
20,0,,0,0
21,,2,1,1
22,,1,0,1
23,0,,0,0
24,0,,0,0
25,,0,0,0
26,0,,0,0
27,0,,0,0
28,0,,0,0
29,0,,0,0
30,0,,0,0
31,0,,0,0
32,2,,0,2
33,0,,0,0
34,,0,0,0
35,0,,0,0
36,,0,0,0
37,0,,0,0
38,1,,0,1
39,0,,0,0
40,0,,0,0
41,1,,1,0
42,0,,0,0
43,0,,0,0
44,,0,0,0
45,0,,0,0
46,0,,0,0
47,0,,0,0
48,0,,0,0
49,,0,0,0
50,1,,1,0
51,0,,0,0
52,0,,0,0
53,,0,0,0
54,0,,0,0
55,1,,1,0
56,0,,0,0
57,0,,0,0
58,1,,0,1
59,1,,0,1
60,0,,0,0
61,1,,0,1
62,2,,1,1
63,0,,0,0
64,0,,0,0
65,0,,0,0
66,1,,0,1
67,0,,0,0
68,0,,0,0
69,1,,0,1
70,0,,0,0
71,1,,0,1
72,,0,0,0
73,0,,0,0
74,0,,0,0
75,,0,0,0
76,,1,0,1
77,0,,0,0
78,1,,0,1
79,0,,0,0
80,0,,0,0
81,1,,1,0
82,,0,0,0
83,1,,0,1
84,,2,1,1
85,2,,1,1
86,0,,0,0
87,0,,0,0
88,1,,0,1
89,2,,1,1
90,,0,0,0
91,1,,1,0
92,1,,0,1
93,,0,0,0
94,,1,1,0
95,0,,0,0
96,,1,0,1
97,,0,0,0
98,1,,0,1
99,,1,0,1
100,0,,0,0
101,0,,0,0
102,0,,0,0
103,,1,0,1
104,0,,0,0
105,,1,0,1
106,0,,0,0
107,,0,0,0
108,3,,1,2
109,1,,0,1
110,,0,0,0
111,0,,0,0
112,,0,0,0
113,0,,0,0
114,0,,0,0
115,0,,0,0
116,0,,0,0
117,0,,0,0
118,0,,0,0
119,0,,0,0
120,,1,0,1
121,,0,0,0
122,,1,0,1
123,0,,0,0
124,,0,0,0
125,,0,0,0
126,0,,0,0
127,0,,0,0
128,0,,0,0
129,,0,0,0
130,1,,1,0
131,0,,0,0
132,0,,0,0
133,,0,0,0
134,0,,0,0
135,1,,0,1
136,,0,0,0
137,,0,0,0
138,1,,1,0
139,0,,0,0
140,0,,0,0
141,0,,0,0
142,0,,0,0
143,0,,0,0
144,0,,0,0
145,,1,0,1
146,0,,0,0
147,,0,0,0
148,,0,0,0
149,0,,0,0
150,,0,0,0
151,,0,0,0
152,0,,0,0
153,,0,0,0
154,0,,0,0
155,,0,0,0
156,,0,0,0
157,,0,0,0
158,1,,0,1
159,0,,0,0
160,,0,0,0
161,,1,0,1
162,1,,0,1
163,0,,0,0
164,0,,0,0
165,,0,0,0
166,2,,1,1
167,0,,0,0
168,0,,0,0
169,0,,0,0
170,,0,0,0
171,,2,0,2
172,,0,0,0
173,,0,0,0
174,2,,1,1
175,0,,0,0
176,,0,0,0
177,,1,0,1
178,0,,0,0
179,0,,0,0
180,0,,0,0
181,0,,0,0
182,,0,0,0
183,,1,0,1
184,,0,0,0
185,1,,0,1
186,0,,0,0
