,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,1.0
79,1.0
80,1.0
81,3.0
82,6.0
83,8.0
84,10.0
85,11.0
86,16.0
87,22.0
88,27.0
89,32.0
90,35.0
91,42.0
92,46.0
93,50.0
94,53.0
95,60.0
96,68.0
97,74.0
98,82.0
99,84.0
100,87.0
101,88.0
102,91.0
103,88.0
104,87.0
105,79.0
106,83.0
107,83.0
108,79.0
109,76.0
110,68.0
111,61.0
112,57.0
113,55.0
114,51.0
115,46.0
116,45.0
117,42.0
118,42.0
119,44.0
120,41.0
121,34.0
122,29.0
123,30.0
124,30.0
125,27.0
126,27.0
127,25.0
128,25.0
129,20.0
130,19.0
131,15.0
132,15.0
133,13.0
134,10.0
135,9.0
136,9.0
137,7.0
138,4.0
139,4.0
140,4.0
141,4.0
142,2.0
143,2.0
144,1.0
145,1.0
146,1.0
147,1.0
148,1.0
149,2.0
150,1.0
151,1.0
152,1.0
153,1.0
154,1.0
155,1.0
156,1.0
157,1.0
158,1.0
159,1.0
160,1.0
161,1.0
162,1.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,1.0
186,2.0
187,2.0
188,2.0
189,2.0
190,3.0
191,3.0
192,3.0
193,3.0
194,3.0
195,3.0
196,2.0
197,2.0
198,1.0
199,1.0
200,1.0
201,1.0
202,1.0
203,1.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,1.0
212,1.0
213,1.0
214,1.0
215,2.0
216,5.0
217,8.0
218,9.0
219,10.0
220,10.0
221,10.0
222,11.0
223,11.0
224,11.0
225,11.0
226,10.0
227,10.0
228,10.0
229,7.0
230,4.0
231,1.0
232,1.0
233,1.0
234,3.0
235,5.0
236,5.0
237,6.0
238,7.0
