,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,1.0,0.0,1.0
66,0.0,0.0,0.0
67,2.0,2.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,1.0,1.0,0.0
74,1.0,1.0,0.0
75,0.0,0.0,0.0
76,3.0,1.0,2.0
77,7.0,3.0,4.0
78,5.0,3.0,2.0
79,6.0,1.0,5.0
80,9.0,4.0,5.0
81,11.0,4.0,7.0
82,9.0,5.0,4.0
83,9.0,4.0,5.0
84,11.0,4.0,7.0
85,14.0,8.0,6.0
86,15.0,7.0,8.0
87,15.0,5.0,10.0
88,27.0,15.0,12.0
89,23.0,8.0,15.0
90,21.0,10.0,11.0
91,23.0,3.0,20.0
92,28.0,14.0,14.0
93,25.0,16.0,9.0
94,26.0,13.0,13.0
95,28.0,9.0,19.0
96,29.0,12.0,17.0
97,32.0,16.0,16.0
98,18.0,6.0,12.0
99,20.0,8.0,12.0
100,20.0,4.0,16.0
101,14.0,8.0,6.0
102,15.0,11.0,4.0
103,9.0,6.0,3.0
104,14.0,6.0,8.0
105,10.0,3.0,7.0
106,9.0,5.0,4.0
107,9.0,4.0,5.0
108,5.0,3.0,2.0
109,3.0,1.0,2.0
110,4.0,0.0,4.0
111,1.0,1.0,0.0
112,2.0,2.0,0.0
113,2.0,0.0,2.0
114,2.0,2.0,0.0
115,3.0,0.0,3.0
116,2.0,0.0,2.0
117,2.0,1.0,1.0
118,0.0,0.0,0.0
119,1.0,1.0,0.0
120,2.0,1.0,1.0
121,0.0,0.0,0.0
122,0.0,0.0,0.0
123,0.0,0.0,0.0
124,0.0,0.0,0.0
125,0.0,0.0,0.0
126,0.0,0.0,0.0
127,0.0,0.0,0.0
128,0.0,0.0,0.0
129,0.0,0.0,0.0
130,0.0,0.0,0.0
131,0.0,0.0,0.0
132,0.0,0.0,0.0
133,0.0,0.0,0.0
134,0.0,0.0,0.0
135,0.0,0.0,0.0
136,0.0,0.0,0.0
137,0.0,0.0,0.0
138,1.0,1.0,0.0
139,1.0,0.0,1.0
140,2.0,2.0,0.0
141,0.0,0.0,0.0
142,1.0,0.0,1.0
143,0.0,0.0,0.0
144,0.0,0.0,0.0
145,0.0,0.0,0.0
146,0.0,0.0,0.0
147,0.0,0.0,0.0
148,0.0,0.0,0.0
149,2.0,1.0,1.0
150,1.0,1.0,0.0
151,1.0,1.0,0.0
152,3.0,1.0,2.0
153,2.0,1.0,1.0
154,2.0,1.0,1.0
155,6.0,3.0,3.0
156,2.0,1.0,1.0
157,1.0,1.0,0.0
158,1.0,0.0,1.0
159,0.0,0.0,0.0
160,1.0,0.0,1.0
161,0.0,0.0,0.0
162,0.0,0.0,0.0
163,3.0,3.0,0.0
164,1.0,0.0,1.0
165,3.0,0.0,3.0
166,2.0,1.0,1.0
167,1.0,1.0,0.0
168,1.0,1.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,1.0,0.0,1.0
172,0.0,0.0,0.0
173,2.0,2.0,0.0
174,0.0,0.0,0.0
175,1.0,0.0,1.0
176,1.0,0.0,1.0
177,1.0,1.0,0.0
178,3.0,1.0,2.0
179,1.0,1.0,0.0
180,3.0,3.0,0.0
181,2.0,0.0,2.0
182,4.0,3.0,1.0
183,1.0,0.0,1.0
184,6.0,4.0,2.0
185,5.0,3.0,2.0
186,1.0,1.0,0.0
187,2.0,0.0,2.0
188,1.0,0.0,1.0
189,2.0,2.0,0.0
190,2.0,2.0,0.0
191,1.0,0.0,1.0
192,0.0,0.0,0.0
193,2.0,0.0,2.0
194,0.0,0.0,0.0
195,1.0,1.0,0.0
196,1.0,1.0,0.0
197,0.0,0.0,0.0
198,1.0,0.0,1.0
199,0.0,0.0,0.0
200,0.0,0.0,0.0
201,0.0,0.0,0.0
202,0.0,0.0,0.0
203,0.0,0.0,0.0
204,0.0,0.0,0.0
205,0.0,0.0,0.0
