,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,1.0
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,2.0
72,2.0
73,4.0
74,5.0
75,6.0
76,8.0
77,10.0
78,10.0
79,11.0
80,13.0
81,13.0
82,15.0
83,16.0
84,18.0
85,17.0
86,19.0
87,20.0
88,22.0
89,21.0
90,21.0
91,21.0
92,24.0
93,26.0
94,33.0
95,38.0
96,41.0
97,45.0
98,49.0
99,54.0
100,54.0
101,55.0
102,63.0
103,72.0
104,72.0
105,79.0
106,79.0
107,80.0
108,78.0
109,77.0
110,79.0
111,73.0
112,69.0
113,65.0
114,65.0
115,56.0
116,52.0
117,46.0
118,40.0
119,32.0
120,22.0
121,17.0
122,13.0
123,12.0
124,12.0
125,8.0
126,9.0
127,9.0
128,9.0
129,9.0
130,10.0
131,11.0
132,11.0
133,11.0
134,11.0
135,11.0
136,12.0
137,11.0
138,9.0
139,9.0
140,9.0
141,9.0
142,9.0
143,7.0
144,7.0
145,7.0
146,6.0
147,7.0
148,7.0
149,7.0
150,7.0
151,7.0
152,6.0
153,5.0
154,6.0
155,6.0
156,4.0
157,4.0
158,2.0
159,2.0
160,2.0
161,1.0
162,1.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,3.0
180,7.0
181,8.0
182,9.0
183,10.0
184,10.0
185,12.0
186,14.0
187,15.0
188,15.0
189,15.0
190,15.0
191,15.0
192,14.0
193,11.0
194,9.0
195,8.0
196,7.0
197,7.0
198,7.0
199,5.0
200,4.0
201,4.0
202,3.0
203,3.0
204,3.0
205,1.0
206,1.0
207,1.0
208,1.0
209,1.0
210,1.0
211,0.0
212,1.0
213,2.0
214,4.0
215,5.0
216,5.0
217,5.0
218,5.0
219,6.0
220,6.0
221,5.0
222,5.0
223,5.0
224,5.0
225,4.0
226,4.0
227,4.0
228,3.0
229,2.0
230,2.0
231,1.0
232,1.0
233,1.0
234,1.0
235,0.0
236,0.0
237,0.0
238,0.0
