,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,1.0
73,3.0
74,4.0
75,8.0
76,12.0
77,13.0
78,15.0
79,18.0
80,20.0
81,23.0
82,24.0
83,25.0
84,28.0
85,30.0
86,29.0
87,26.0
88,27.0
89,32.0
90,34.0
91,34.0
92,36.0
93,34.0
94,35.0
95,38.0
96,41.0
97,44.0
98,48.0
99,55.0
100,55.0
101,60.0
102,63.0
103,66.0
104,65.0
105,71.0
106,65.0
107,68.0
108,76.0
109,71.0
110,67.0
111,65.0
112,63.0
113,61.0
114,58.0
115,55.0
116,54.0
117,58.0
118,59.0
119,53.0
120,50.0
121,45.0
122,41.0
123,38.0
124,33.0
125,32.0
126,31.0
127,28.0
128,24.0
129,19.0
130,18.0
131,11.0
132,8.0
133,6.0
134,9.0
135,9.0
136,8.0
137,8.0
138,8.0
139,8.0
140,7.0
141,7.0
142,7.0
143,6.0
144,6.0
145,6.0
146,4.0
147,3.0
148,2.0
149,1.0
150,1.0
151,2.0
152,1.0
153,1.0
154,2.0
155,2.0
156,3.0
157,3.0
158,3.0
159,3.0
160,3.0
161,3.0
162,2.0
163,2.0
164,3.0
165,4.0
166,4.0
167,4.0
168,5.0
169,7.0
170,9.0
171,8.0
172,10.0
173,11.0
174,12.0
175,16.0
176,16.0
177,16.0
178,15.0
179,13.0
180,12.0
181,12.0
182,12.0
183,7.0
184,6.0
185,5.0
186,4.0
187,4.0
188,3.0
189,1.0
190,0.0
191,0.0
192,0.0
193,0.0
194,1.0
195,1.0
196,1.0
197,1.0
198,1.0
199,1.0
200,1.0
201,1.0
202,1.0
203,1.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
